turns,winner,increment_code,white_rating,black_rating,opening_name
40,black,20+0,1793,1640,Four Knights Game: Italian Variation
112,black,10+0,1642,1585,French Defense #2
74,black,6+3,1135,1125,Scandinavian Defense
31,white,4+8,1126,1094,Caro-Kann Defense
87,white,5+9,1328,1146,Queen's Pawn
102,black,4+8,1188,1415,Philidor Defense #2
50,black,5+8,1135,1709,Queen's Pawn Game
165,white,10+0,1869,1724,Indian Game
139,draw,10+0,1727,1627,Indian Game
3,draw,10+0,1677,1716,Queen's Pawn
52,black,8+0,1707,2000,Indian Game
115,white,10+0,1694,1755,Queen's Gambit Declined
164,draw,10+0,1862,1698,Queen's Pawn
121,draw,10+0,1500,1677,Van't Kruijs Opening
54,black,10+0,1687,1732,Queen's Gambit Accepted: Old Variation
61,white,5+5,1504,1398,Scandinavian Defense: Mieses-Kotroc Variation
11,white,5+8,1342,1553,French Defense #2
102,black,11+0,1623,1530,Horwitz Defense
48,black,11+0,1511,1614,Scandinavian Defense
49,white,12+0,1606,1101,Queen's Pawn
47,white,15+0,1596,1535,Horwitz Defense
66,black,10+0,1607,1771,Indian Game
90,black,10+0,1619,1593,Indian Game
44,black,10+0,1634,1526,Modern Defense
61,white,15+10,1627,1661,Sicilian Defense: Bowdler Attack
13,white,15+1,1629,1858,Horwitz Defense
122,black,15+0,1675,1895,Sicilian Defense: Bowdler Attack
117,white,15+0,1853,1895,Caro-Kann Defense
44,black,10+0,1631,1500,Caro-Kann Defense
58,black,10+1,1600,1595,Queen's Gambit Refused: Marshall Defense
88,black,10+4,1328,1607,Sicilian Defense: Smith-Morra Gambit #2
77,white,10+0,1448,1632,Sicilian Defense: Bowdler Attack
47,white,10+0,1636,1601,Scandinavian Defense: Mieses-Kotroc Variation
29,black,10+0,1650,1585,Ruy Lopez: Steinitz Defense
41,white,10+0,1766,1655,Indian Game
22,black,10+0,1672,1706,Scandinavian Defense: Mieses-Kotroc Variation
76,black,10+0,1680,1673,Philidor Defense #3
81,white,7+7,1939,2011,Italian Game: Anti-Fried Liver Defense
102,black,8+0,1965,1940,Caro-Kann Defense
57,white,5+5,1514,2032,Pirc Defense #4
45,black,5+6,1531,1514,Giuoco Piano
7,white,15+0,1554,1104,Philidor Defense #3
69,white,30+0,1033,1500,King's Pawn Game: Leonardis Variation
51,white,12+9,1437,1060,Scandinavian Defense
39,white,10+0,1842,1060,Scandinavian Defense: Mieses-Kotroc Variation
85,white,14+5,1362,1076,Queen's Pawn Game #2
10,black,20+0,1137,1383,Modern Defense
21,white,20+0,1363,1299,Queen's Pawn Game: Mason Attack
31,white,5+8,1605,1352,Philidor Defense #3
65,white,5+8,1559,1500,Philidor Defense #3
162,black,8+0,1878,2005,Sicilian Defense: Old Sicilian
45,white,10+2,1209,1237,Sicilian Defense
115,white,5+5,1504,1241,Horwitz Defense
71,white,10+5,1225,1378,Ruy Lopez: Steinitz Defense
62,white,15+8,1328,1215,Pirc Defense #4
62,black,7+5,1121,1212,Horwitz Defense
34,black,5+8,1216,1523,Philidor Defense #2
22,black,10+5,1242,1402,Sicilian Defense: Smith-Morra Gambit #2
99,white,30+0,1222,1314,Scandinavian Defense: Mieses-Kotroc Variation
16,black,30+0,1329,1206,Sicilian Defense
115,white,8+3,1196,1112,Philidor Defense #2
31,white,8+3,1081,1213,Sicilian Defense
32,black,10+2,1528,1192,Sicilian Defense: Bowdler Attack
54,black,10+7,1199,1359,French Defense: Normal Variation
18,white,5+8,1829,1420,Philidor Defense
37,white,5+8,1830,1830,King's Pawn Game: Leonardis Variation
40,black,4+7,1223,1333,Modern Defense
58,black,10+0,1628,1532,King's Pawn Game: Leonardis Variation
109,white,5+8,1802,1662,Queen's Pawn Game: Zukertort Variation
65,white,8+0,1683,1627,Bishop's Opening
64,white,8+0,1672,1663,Bishop's Opening
119,white,7+7,1526,1536,French Defense: Knight Variation
79,white,5+8,1342,1580,Scotch Game
32,white,8+8,1500,1394,Queen's Pawn Game
75,white,10+0,1747,1962,Sicilian Defense: Old Sicilian
151,white,10+0,1605,2114,Sicilian Defense: Bowdler Attack
75,white,8+0,2074,2013,Ruy Lopez: Steinitz Defense
57,black,8+0,1982,2042,Sicilian Defense: Old Sicilian
152,draw,8+0,1978,2061,Sicilian Defense: Old Sicilian
114,black,8+0,1689,2201,Sicilian Defense: Bowdler Attack
55,white,8+0,2192,1357,Philidor Defense #2
33,white,5+8,1467,1305,Caro-Kann Defense
58,black,11+11,1333,1289,Caro-Kann Defense
49,white,11+11,1271,1346,Queen's Gambit Refused: Marshall Defense
88,black,8+1,1642,1273,Queen's Pawn Game: Chigorin Variation
76,black,10+0,1529,1247,Caro-Kann Defense
71,white,10+0,1515,1253,Caro-Kann Defense
49,white,5+8,1233,1289,Caro-Kann Defense
103,white,5+6,1542,1295,Caro-Kann Defense
69,black,10+8,1295,1733,Horwitz Defense
77,white,5+8,1282,1394,Queen's Gambit Declined
79,white,15+15,1655,1286,Caro-Kann Defense
68,draw,10+0,1608,1591,Sicilian Defense: Smith-Morra Gambit #2
50,black,10+0,1699,1581,Philidor Defense
51,white,10+0,1562,1714,Philidor Defense #3
23,white,10+0,1730,1603,Italian Game: Anti-Fried Liver Defense
48,black,10+0,1611,1775,Sicilian Defense: Smith-Morra Gambit #2
76,black,10+0,1500,1588,King's Pawn Game: Wayward Queen Attack
28,white,15+8,1588,1203,Scandinavian Defense: Mieses-Kotroc Variation
38,black,5+5,1662,1586,Queen's Gambit Refused: Marshall Defense
3,white,6+8,1362,1265,Scandinavian Defense
3,white,6+8,1362,1265,Scandinavian Defense
50,black,19+30,1265,1500,Queen's Pawn Game: Chigorin Variation
50,black,19+30,1265,1500,Van't Kruijs Opening
10,black,8+0,1099,1574,Scandinavian Defense
41,white,15+5,1293,1411,Philidor Defense #2
19,black,10+8,1230,1402,Three Knights Opening
65,white,45+0,1611,1410,Philidor Defense #2
78,black,9+9,1292,1419,Hungarian Opening
56,black,10+6,1257,1389,King's Pawn Game: Wayward Queen Attack
34,black,15+0,1188,1381,Queen's Pawn Game: Chigorin Variation
101,white,29+30,1399,1399,Queen's Gambit Refused: Marshall Defense
74,black,10+15,1279,1386,King's Pawn Game: Wayward Queen Attack
62,black,8+8,1485,1362,Scotch Game
19,white,15+9,1373,1286,Queen's Pawn Game: Chigorin Variation
24,black,15+5,1348,1353,Van't Kruijs Opening
53,white,5+8,1347,1455,Queen's Pawn
41,white,10+1,1426,1317,Queen's Pawn Game
69,white,20+0,1479,1334,Four Knights Game: Italian Variation
41,white,3+10,1464,1403,King's Pawn Game: Leonardis Variation
50,black,5+5,1438,1497,Modern Defense
66,white,10+0,1499,1478,Sicilian Defense: Old Sicilian
55,white,180+5,1366,1483,Sicilian Defense: Smith-Morra Gambit #2
43,white,10+0,1184,1485,Van't Kruijs Opening
24,black,7+8,1464,1479,Sicilian Defense: Smith-Morra Gambit #2
4,white,5+8,1500,1479,Van't Kruijs Opening
66,black,10+0,1479,1810,Sicilian Defense: Bowdler Attack
49,black,12+7,1444,1642,Sicilian Defense: Bowdler Attack
81,white,10+0,1776,1829,Ruy Lopez: Steinitz Defense
69,white,8+0,1747,1902,Caro-Kann Defense
40,black,20+10,1576,1687,Italian Game: Anti-Fried Liver Defense
58,black,20+10,1582,1773,Owen Defense
106,black,20+10,1581,1667,Italian Game: Anti-Fried Liver Defense
40,black,20+10,1583,1820,Italian Game: Anti-Fried Liver Defense
136,black,20+10,1623,1473,Giuoco Piano
55,white,20+10,1612,1582,Caro-Kann Defense
131,draw,20+10,1613,1406,Italian Game: Anti-Fried Liver Defense
65,white,20+10,1602,1572,Philidor Defense #3
97,white,20+10,1593,1509,Scandinavian Defense
65,white,20+10,1582,1260,Four Knights Game: Italian Variation
29,white,20+10,1578,1277,Owen Defense
124,white,20+10,1564,1461,Italian Game: Anti-Fried Liver Defense
100,white,20+10,1557,1500,Four Knights Game: Italian Variation
70,black,20+10,1566,1643,Giuoco Piano
55,white,20+5,1602,1343,Giuoco Piano
19,white,20+5,1587,1347,Philidor Defense #3
37,white,20+5,1565,1548,Italian Game: Anti-Fried Liver Defense
30,white,20+5,1561,1275,Giuoco Piano
26,white,10+8,1377,1500,French Defense: Knight Variation
49,white,20+0,1327,1364,Three Knights Opening
36,black,5+8,1070,1802,Owen Defense
68,black,7+7,1097,1171,French Defense: Knight Variation
7,white,8+0,1271,1130,King's Pawn Game: Wayward Queen Attack
10,black,12+2,1130,1455,Sicilian Defense: Bowdler Attack
10,black,11+0,1240,1602,Sicilian Defense
16,black,180+180,1240,1422,King's Pawn Game: Wayward Queen Attack
18,black,180+180,1240,1587,King's Pawn Game: Wayward Queen Attack
112,black,15+5,1271,1624,Bishop's Opening
44,black,12+0,1500,1404,Scandinavian Defense
41,white,10+0,1677,1672,Queen's Gambit Refused: Marshall Defense
65,white,10+0,1674,1657,Sicilian Defense
84,black,10+0,1664,1810,Scandinavian Defense: Mieses-Kotroc Variation
21,white,10+0,1262,1236,Four Knights Game: Italian Variation
88,black,10+0,1571,1784,Queen's Gambit Declined
111,draw,10+0,1875,1589,Pirc Defense #4
45,white,10+0,1636,1601,Pirc Defense #4
72,black,10+0,1657,1584,Van't Kruijs Opening
82,black,10+0,1606,1644,Queen's Pawn Game: Mason Attack
55,white,10+0,1581,1566,Queen's Pawn Game: Mason Attack
57,white,10+0,1495,1500,Scandinavian Defense: Mieses-Kotroc Variation
77,white,15+8,1040,1215,French Defense #2
62,black,30+5,1215,1500,Van't Kruijs Opening
56,black,20+0,1289,1442,King's Pawn Game: Leonardis Variation
39,white,20+0,1434,1500,Italian Game
48,black,10+0,1270,1372,Horwitz Defense
94,black,8+0,1336,1372,Van't Kruijs Opening
56,black,10+1,1372,1500,French Defense: Knight Variation
34,black,10+0,1372,1500,French Defense: Knight Variation
57,white,5+8,1710,1376,Sicilian Defense: Smith-Morra Gambit #2
53,black,5+5,1245,1336,Sicilian Defense: Old Sicilian
48,white,15+0,1599,2051,French Defense: Exchange Variation
52,black,15+0,1446,1556,Sicilian Defense: Bowdler Attack
92,draw,10+2,1418,1589,Sicilian Defense: Bowdler Attack
105,white,15+0,1512,1465,Three Knights Opening
55,white,15+0,1470,1195,Van't Kruijs Opening
75,white,11+11,1420,1483,Philidor Defense #2
113,white,180+180,1421,1315,King's Pawn Game: Leonardis Variation
27,black,10+10,1757,1866,Sicilian Defense: Bowdler Attack
16,black,15+0,1371,1575,Hungarian Opening
49,white,15+0,1377,1451,Queen's Pawn Game #2
33,white,15+0,1245,1260,Van't Kruijs Opening
36,black,15+0,1260,1222,Philidor Defense
34,black,15+0,1279,1716,Queen's Pawn Game: Chigorin Variation
54,black,15+0,1500,1591,Philidor Defense #2
74,black,15+0,1591,1500,English Opening: King's English Variation
79,white,15+0,1591,1500,English Opening: King's English Variation
107,white,15+0,1591,1500,English Opening: King's English Variation
64,black,150+60,1492,1500,Sicilian Defense: Bowdler Attack
2,black,18+18,1500,1500,Sicilian Defense
46,black,5+8,1500,1696,Van't Kruijs Opening
60,black,20+1,1250,1208,Van't Kruijs Opening
15,white,10+5,1626,1217,Scotch Game
87,white,16+8,1937,1221,Scotch Game
25,white,10+0,1508,1237,Scandinavian Defense: Mieses-Kotroc Variation
27,white,16+0,1393,1251,Italian Game
41,white,5+10,1512,1261,Bishop's Opening
33,black,18+10,1266,1669,King's Pawn Game: Wayward Queen Attack
59,white,5+8,1426,1282,King's Pawn Game: Leonardis Variation
76,black,5+10,1640,1290,King's Pawn Game: Leonardis Variation
87,white,20+4,1443,1313,King's Pawn Game: Wayward Queen Attack
89,white,15+0,1847,1287,Scandinavian Defense: Mieses-Kotroc Variation
61,black,10+2,1500,1298,Queen's Pawn Game: Zukertort Variation
33,white,5+5,1323,1318,Queen's Pawn Game #2
29,white,5+8,1457,1327,King's Pawn Game: Leonardis Variation
39,white,9+0,1189,1410,Caro-Kann Defense
96,black,20+15,1189,1366,Bishop's Opening
20,black,8+0,1161,1465,King's Pawn Game: Wayward Queen Attack
2,black,0+16,2073,2257,Scandinavian Defense
2,black,0+16,2159,1500,Scandinavian Defense
2,black,0+16,1816,2230,Scandinavian Defense
39,draw,0+16,2002,2302,French Defense: Knight Variation
23,white,0+16,2276,2111,Three Knights Opening
2,black,0+16,1836,2340,Queen's Pawn Game
2,black,0+16,1921,2322,Queen's Pawn Game
2,black,0+16,1654,2314,Scandinavian Defense
2,black,0+16,1513,2312,Scandinavian Defense
27,white,6+3,1591,1348,Bishop's Opening
19,white,10+0,1531,1354,Bishop's Opening
45,white,12+5,1336,1364,Giuoco Piano
18,black,6+7,1415,1437,French Defense #2
75,white,20+0,1624,1427,Bishop's Opening
48,black,10+0,1439,1422,Philidor Defense #2
33,white,10+0,1413,1441,Pirc Defense #4
42,black,10+0,1444,1400,Scotch Game
37,white,10+0,1518,1408,Giuoco Piano
22,black,10+5,1500,1369,Four Knights Game: Italian Variation
47,white,15+4,1359,1323,Philidor Defense #2
39,white,5+5,1752,1363,Four Knights Game: Italian Variation
86,black,10+0,1373,2007,Four Knights Game: Italian Variation
62,draw,10+0,1197,1379,Giuoco Piano
33,white,8+0,1497,1500,French Defense #2
56,black,20+8,1500,1563,Queen's Pawn Game: Mason Attack
42,black,7+8,1500,1563,Bishop's Opening
71,white,3+8,1485,1352,Scotch Game
84,white,10+2,1702,1375,Queen's Gambit Accepted: Old Variation
63,white,5+5,1394,1228,Queen's Gambit Refused: Marshall Defense
86,black,5+15,1511,1500,King's Pawn Game: Wayward Queen Attack
120,black,10+0,1600,2015,Modern Defense
73,white,10+0,1942,1845,Queen's Pawn Game: Chigorin Variation
114,black,10+0,1846,1910,Indian Game
69,white,10+0,1890,1846,Queen's Pawn Game: Chigorin Variation
40,black,30+10,1121,1355,English Opening: King's English Variation
57,white,5+17,1339,1500,King's Pawn Game: Wayward Queen Attack
21,white,30+5,1794,951,Queen's Pawn Game: Mason Attack
52,black,30+5,951,1793,Van't Kruijs Opening
16,white,180+0,1496,954,Queen's Pawn Game
3,white,10+0,1146,996,French Defense: Normal Variation
53,white,5+8,1518,1050,Philidor Defense
61,black,6+6,1068,1304,Van't Kruijs Opening
15,white,5+25,1216,1191,Queen's Pawn
12,black,180+180,895,1164,Scandinavian Defense: Mieses-Kotroc Variation
19,black,5+5,957,1058,French Defense #2
57,white,11+4,1334,880,King's Pawn Game: Leonardis Variation
50,black,10+20,1500,1392,Indian Game
123,white,180+180,1392,1500,Scandinavian Defense
68,black,10+0,1500,1669,Queen's Pawn Game: Chigorin Variation
34,black,10+5,1497,1521,Owen Defense
64,white,10+5,1475,1165,French Defense: Normal Variation
46,black,10+5,1411,1584,Scandinavian Defense
29,white,10+0,1555,1500,Horwitz Defense
35,white,45+0,1564,1503,Scandinavian Defense: Mieses-Kotroc Variation
112,black,5+5,1473,1414,Owen Defense
28,black,5+5,1486,1412,Scandinavian Defense: Mieses-Kotroc Variation
39,white,5+5,1398,1544,Hungarian Opening
73,white,5+5,1511,1405,Owen Defense
88,black,5+8,1679,1342,Scandinavian Defense: Mieses-Kotroc Variation
36,black,5+5,1462,1500,Scandinavian Defense
56,black,7+4,1711,1652,Queen's Pawn Game: Mason Attack
64,black,7+4,1722,1723,Queen's Pawn Game: Mason Attack
81,white,7+4,1704,1551,Indian Game
54,black,12+0,1713,1768,Indian Game
46,black,7+15,1713,1668,Indian Game
57,white,7+15,1703,1678,Modern Defense
56,white,7+15,1695,1600,Modern Defense
54,black,7+15,1709,1610,Horwitz Defense
45,white,7+15,1700,1620,Indian Game
140,black,7+15,1705,1616,Indian Game
27,black,7+15,1724,1771,Indian Game
87,white,7+15,1720,1481,Horwitz Defense
39,white,7+15,1719,1856,Horwitz Defense
77,white,10+3,1458,1738,Queen's Pawn Game: Zukertort Variation
32,white,10+3,1717,1699,Queen's Pawn Game: Mason Attack
78,white,7+5,1721,1450,Queen's Pawn
83,white,7+5,1709,1695,Indian Game
60,white,7+5,1697,1718,Queen's Pawn Game: Mason Attack
127,draw,7+5,1691,1626,Queen's Pawn Game: Mason Attack
43,white,7+5,1681,1733,Queen's Pawn
46,black,7+5,1685,1946,Indian Game
89,white,7+5,1682,1350,Horwitz Defense
90,black,7+5,1697,1546,Modern Defense
64,black,7+5,1714,1553,Modern Defense
55,white,7+5,1693,1521,Horwitz Defense
99,white,7+5,1680,1713,Queen's Pawn Game: Mason Attack
79,white,7+5,1674,1491,Modern Defense
161,draw,5+10,1846,1669,Queen's Pawn Game #2
48,black,8+2,1675,1858,Indian Game
12,black,7+5,1551,1667,Italian Game: Anti-Fried Liver Defense
40,white,7+5,1651,1629,Queen's Pawn Game: Mason Attack
107,draw,7+5,1663,1300,Queen's Pawn Game: Mason Attack
101,white,7+5,1655,1518,Queen's Pawn Game: Mason Attack
144,black,7+2,1749,1716,Four Knights Game: Italian Variation
37,white,7+2,1735,1500,French Defense: Normal Variation
30,black,7+2,1425,1754,Owen Defense
57,black,7+2,1799,1500,Owen Defense
65,white,7+2,1760,1711,Philidor Defense #2
31,white,5+8,1383,1500,Scandinavian Defense: Mieses-Kotroc Variation
47,white,20+60,1342,1299,Queen's Pawn Game: Zukertort Variation
47,black,10+5,1357,904,French Defense: Normal Variation
11,white,10+0,1341,1259,Queen's Pawn Game
102,black,10+5,1280,1341,Queen's Pawn Game: Zukertort Variation
49,white,12+8,1336,1099,Queen's Pawn Game: Zukertort Variation
27,white,15+15,1336,1190,Modern Defense
38,black,10+5,1336,1259,Queen's Pawn Game: Chigorin Variation
59,white,5+8,1336,944,Queen's Pawn Game: Zukertort Variation
54,white,10+5,1336,1217,Queen's Pawn Game: Chigorin Variation
47,white,10+5,1202,1336,Scandinavian Defense: Mieses-Kotroc Variation
10,black,10+5,1354,1680,Queen's Pawn Game
41,white,10+8,1354,1289,Queen's Pawn Game: Zukertort Variation
12,black,15+12,1084,1099,Hungarian Opening
32,white,10+10,1362,1094,Sicilian Defense: Old Sicilian
15,black,10+0,1116,1247,Caro-Kann Defense
9,white,10+8,1099,1290,Van't Kruijs Opening
16,black,9+0,1199,1503,Hungarian Opening
3,black,25+0,1148,1614,Sicilian Defense
2,black,25+17,1149,1672,Scandinavian Defense
102,black,180+180,1500,1430,English Opening: King's English Variation
54,black,8+0,2022,2226,Modern Defense
47,white,8+0,2202,1965,French Defense: Normal Variation
51,white,30+0,1503,1500,Queen's Pawn
96,black,10+0,1613,2237,English Opening: King's English Variation
80,black,7+2,1737,2257,Van't Kruijs Opening
23,black,30+0,1408,1690,Queen's Gambit Declined
69,white,30+0,1695,1702,Van't Kruijs Opening
31,white,30+0,1675,1722,Scotch Game
53,black,30+0,1696,1711,Scotch Game
77,white,30+0,1552,1713,Scotch Game
29,white,30+0,1703,1679,Sicilian Defense: Bowdler Attack
53,white,30+0,1685,1579,Sicilian Defense: Bowdler Attack
101,white,30+0,1670,1522,Bishop's Opening
101,draw,30+0,1665,1684,Sicilian Defense: Bowdler Attack
44,white,30+0,1650,1574,Bishop's Opening
34,black,30+0,1687,1657,Italian Game: Anti-Fried Liver Defense
35,white,30+0,1670,1542,Bishop's Opening
73,white,30+0,1502,1687,Queen's Gambit Refused: Marshall Defense
28,black,30+0,1706,1482,Scandinavian Defense
54,draw,10+0,1837,1426,Scandinavian Defense: Mieses-Kotroc Variation
2,black,180+0,856,1423,Queen's Pawn Game
2,white,180+0,1417,861,Van't Kruijs Opening
2,black,180+0,864,1414,Van't Kruijs Opening
2,black,180+0,867,1410,Van't Kruijs Opening
3,white,180+0,1407,871,Van't Kruijs Opening
2,white,180+0,1403,874,Van't Kruijs Opening
2,black,180+0,877,1399,Van't Kruijs Opening
3,white,180+180,1390,885,Van't Kruijs Opening
3,white,180+0,1386,889,Van't Kruijs Opening
3,white,180+180,1381,893,Van't Kruijs Opening
2,black,180+0,897,1375,Pirc Defense #4
3,white,180+180,1369,902,Van't Kruijs Opening
2,black,180+180,908,1363,Van't Kruijs Opening
2,white,180+180,1356,913,Van't Kruijs Opening
2,white,180+0,1348,919,Van't Kruijs Opening
2,black,180+180,926,1340,Van't Kruijs Opening
3,white,180+180,1330,934,Pirc Defense #4
2,black,180+180,943,1319,Van't Kruijs Opening
